Subj,Type,ROI,Phase,beta,var,TRAIT,STATE
MAX103,threat,Right Anterior Caudate,early,-0.213555,0.004743,33,32
MAX103,threat,Right Anterior Caudate,late,-0.333598,0.005268,33,32
MAX103,threat,Right Anterior MCC,early,-0.086850,0.006515,33,32
MAX103,threat,Right Anterior MCC,late,-0.373481,0.007267,33,32
MAX103,threat,Right Anterior Putamen,early,-0.022521,0.003330,33,32
MAX103,threat,Right Anterior Putamen,late,-0.057611,0.003446,33,32
MAX103,threat,Right Anterior Thalamus,early,-0.220741,0.002842,33,32
MAX103,threat,Right Anterior Thalamus,late,-0.192218,0.003107,33,32
MAX103,threat,Right BLBM Amygdala,early,-0.143444,0.027624,33,32
MAX103,threat,Right BLBM Amygdala,late,-0.077724,0.028537,33,32
MAX103,threat,Right BST,early,0.249253,0.023203,33,32
MAX103,threat,Right BST,late,0.222854,0.023480,33,32
MAX103,threat,Right CeMe Amygdala,early,-0.187802,0.005869,33,32
MAX103,threat,Right CeMe Amygdala,late,-0.012146,0.005905,33,32
MAX103,threat,Right Hypothalamus,early,-0.055846,0.004405,33,32
MAX103,threat,Right Hypothalamus,late,0.007941,0.004469,33,32
MAX103,threat,Right MidPost Insula,early,-0.129684,0.003491,33,32
MAX103,threat,Right MidPost Insula,late,-0.160934,0.003735,33,32
MAX103,threat,Right PAG,early,-0.199726,0.027530,33,32
MAX103,threat,Right PAG,late,0.080476,0.027638,33,32
MAX103,threat,Right Posterior Caudate,early,-0.321158,0.006197,33,32
MAX103,threat,Right Posterior Caudate,late,-0.201859,0.006396,33,32
MAX103,threat,Right Posterior Putamen,early,-0.225704,0.004542,33,32
MAX103,threat,Right Posterior Putamen,late,-0.216660,0.004811,33,32
MAX103,threat,Right Posterior Thalamus,early,-0.105271,0.002939,33,32
MAX103,threat,Right Posterior Thalamus,late,-0.151796,0.003134,33,32
MAX103,threat,Right Ventral Striatum,early,-0.079636,0.004874,33,32
MAX103,threat,Right Ventral Striatum,late,-0.067303,0.005027,33,32
MAX103,threat,vmPFC,early,-0.107092,0.016377,33,32
MAX103,threat,vmPFC,late,0.092711,0.017521,33,32
MAX104,safe,ACC,early,-0.268885,0.003602,24,21
MAX104,safe,ACC,late,-0.067520,0.003842,24,21
MAX104,safe,Left AntDorsal Insula,early,-0.095420,0.001735,24,21
MAX104,safe,Left AntDorsal Insula,late,-0.114364,0.001828,24,21
MAX104,safe,Left AntVentral Insula,early,-0.038781,0.002553,24,21
MAX104,safe,Left AntVentral Insula,late,0.046133,0.002647,24,21
MAX104,safe,Left Anterior  Putamen,early,-0.032688,0.002570,24,21
MAX104,safe,Left Anterior  Putamen,late,-0.071404,0.002664,24,21
MAX104,safe,Left Anterior Caudate,early,-0.099268,0.004025,24,21
MAX104,safe,Left Anterior Caudate,late,-0.037823,0.004280,24,21
MAX104,safe,Left Anterior MCC,early,-0.342352,0.004934,24,21
MAX104,safe,Left Anterior MCC,late,-0.176009,0.005256,24,21
MAX104,safe,Left Anterior Thalamus,early,-0.353133,0.004542,24,21
MAX104,safe,Left Anterior Thalamus,late,-0.301191,0.004840,24,21
MAX104,safe,Left BLBM Amygdala,early,-0.055727,0.004080,24,21
MAX104,safe,Left BLBM Amygdala,late,0.015119,0.004116,24,21
MAX104,safe,Left BST,early,-1.128637,0.036123,24,21
MAX104,safe,Left BST,late,-0.973949,0.037021,24,21
MAX104,safe,Left CeMe Amygdala,early,0.032917,0.016396,24,21
MAX104,safe,Left CeMe Amygdala,late,0.233779,0.016552,24,21
MAX104,safe,Left Hypothalamus,early,-0.105760,0.013936,24,21
MAX104,safe,Left Hypothalamus,late,-0.089787,0.014577,24,21
MAX104,safe,Left MidPost Insula,early,-0.071512,0.001044,24,21
MAX104,safe,Left MidPost Insula,late,0.007501,0.001081,24,21
MAX104,safe,Left PAG,early,0.072434,0.012474,24,21
MAX104,safe,Left PAG,late,-0.023183,0.012519,24,21
MAX104,safe,Left Posterior Caudate,early,-0.237550,0.003216,24,21
MAX104,safe,Left Posterior Caudate,late,-0.153006,0.003333,24,21
MAX104,safe,Left Posterior Putamen,early,-0.348326,0.005074,24,21
MAX104,safe,Left Posterior Putamen,late,-0.186400,0.005286,24,21
MAX104,safe,Left Posterior Thalamus,early,-0.095036,0.001805,24,21
MAX104,safe,Left Posterior Thalamus,late,-0.103814,0.001839,24,21
MAX104,safe,Left Ventral Striatum,early,-0.105542,0.003127,24,21
MAX104,safe,Left Ventral Striatum,late,-0.045550,0.003258,24,21
MAX104,safe,PCC,early,-0.482744,0.012765,24,21
MAX104,safe,PCC,late,-0.251720,0.013576,24,21
MAX104,safe,PCC/precuneus,early,-0.074581,0.024878,24,21
MAX104,safe,PCC/precuneus,late,0.094791,0.026507,24,21
MAX104,safe,Right AntDorsal Insula,early,-0.027527,0.002768,24,21
MAX104,safe,Right AntDorsal Insula,late,-0.090158,0.002930,24,21
MAX104,safe,Right AntVentral Insula,early,-0.141448,0.002828,24,21
MAX104,safe,Right AntVentral Insula,late,-0.025808,0.002930,24,21
MAX104,safe,Right Anterior Caudate,early,-0.154075,0.004092,24,21
MAX104,safe,Right Anterior Caudate,late,-0.073657,0.004357,24,21
MAX104,safe,Right Anterior MCC,early,-0.251291,0.004444,24,21
MAX104,safe,Right Anterior MCC,late,-0.105679,0.004647,24,21
MAX104,safe,Right Anterior Putamen,early,-0.191551,0.002547,24,21
MAX104,safe,Right Anterior Putamen,late,-0.148539,0.002650,24,21
MAX104,safe,Right Anterior Thalamus,early,-0.299575,0.002857,24,21
MAX104,safe,Right Anterior Thalamus,late,-0.255083,0.003030,24,21
MAX104,safe,Right BLBM Amygdala,early,-0.082017,0.007474,24,21
MAX104,safe,Right BLBM Amygdala,late,-0.009369,0.007522,24,21
MAX104,safe,Right BST,early,-0.225240,0.035640,24,21
MAX104,safe,Right BST,late,0.124684,0.036273,24,21
MAX104,safe,Right CeMe Amygdala,early,-0.456645,0.009860,24,21
MAX104,safe,Right CeMe Amygdala,late,-0.147356,0.010216,24,21
MAX104,safe,Right Hypothalamus,early,0.130047,0.007210,24,21
MAX104,safe,Right Hypothalamus,late,0.114033,0.007297,24,21
MAX104,safe,Right MidPost Insula,early,-0.178274,0.001431,24,21
MAX104,safe,Right MidPost Insula,late,-0.110062,0.001494,24,21
MAX104,safe,Right PAG,early,-0.085699,0.013468,24,21
MAX104,safe,Right PAG,late,-0.192926,0.013486,24,21
MAX104,safe,Right Posterior Caudate,early,-0.550077,0.006161,24,21
MAX104,safe,Right Posterior Caudate,late,-0.416259,0.006525,24,21
MAX104,safe,Right Posterior Putamen,early,-0.188195,0.003099,24,21
MAX104,safe,Right Posterior Putamen,late,-0.041075,0.003228,24,21
MAX104,safe,Right Posterior Thalamus,early,-0.151446,0.001634,24,21
MAX104,safe,Right Posterior Thalamus,late,-0.124540,0.001711,24,21
MAX104,safe,Right Ventral Striatum,early,-0.080099,0.004403,24,21
MAX104,safe,Right Ventral Striatum,late,-0.061936,0.004541,24,21
MAX104,safe,vmPFC,early,-0.047222,0.007272,24,21
MAX104,safe,vmPFC,late,0.155384,0.007729,24,21
MAX104,threat,ACC,early,0.179260,0.003424,24,21
MAX104,threat,ACC,late,-0.160079,0.003659,24,21
MAX104,threat,Left AntDorsal Insula,early,0.021718,0.001654,24,21
MAX104,threat,Left AntDorsal Insula,late,-0.124654,0.001719,24,21
MAX104,threat,Left AntVentral Insula,early,0.030603,0.002444,24,21
MAX104,threat,Left AntVentral Insula,late,-0.022402,0.002500,24,21
MAX104,threat,Left Anterior  Putamen,early,0.173513,0.002461,24,21
MAX104,threat,Left Anterior  Putamen,late,0.015194,0.002517,24,21
MAX104,threat,Left Anterior Caudate,early,0.232985,0.003830,24,21
MAX104,threat,Left Anterior Caudate,late,-0.073299,0.004046,24,21
MAX104,threat,Left Anterior MCC,early,0.142422,0.004688,24,21
MAX104,threat,Left Anterior MCC,late,-0.299560,0.005003,24,21
MAX104,threat,Left Anterior Thalamus,early,0.111402,0.004321,24,21
MAX104,threat,Left Anterior Thalamus,late,-0.265346,0.004590,24,21
MAX104,threat,Left BLBM Amygdala,early,-0.008707,0.003930,24,21
MAX104,threat,Left BLBM Amygdala,late,-0.215883,0.003917,24,21
MAX104,threat,Left BST,early,-0.289300,0.034669,24,21
MAX104,threat,Left BST,late,-1.097092,0.034983,24,21
MAX104,threat,Left CeMe Amygdala,early,-0.120983,0.015792,24,21
MAX104,threat,Left CeMe Amygdala,late,-0.064735,0.015747,24,21
MAX104,threat,Left Hypothalamus,early,0.122144,0.013317,24,21
MAX104,threat,Left Hypothalamus,late,-0.296064,0.013691,24,21
MAX104,threat,Left MidPost Insula,early,0.028048,0.001008,24,21
MAX104,threat,Left MidPost Insula,late,-0.170233,0.001017,24,21
MAX104,threat,Left PAG,early,0.110420,0.012046,24,21
MAX104,threat,Left PAG,late,-0.045036,0.011969,24,21
MAX104,threat,Left Posterior Caudate,early,0.061212,0.003080,24,21
MAX104,threat,Left Posterior Caudate,late,-0.102112,0.003147,24,21
MAX104,threat,Left Posterior Putamen,early,-0.054306,0.004864,24,21
MAX104,threat,Left Posterior Putamen,late,-0.192269,0.005003,24,21
MAX104,threat,Left Posterior Thalamus,early,0.071469,0.001738,24,21
MAX104,threat,Left Posterior Thalamus,late,-0.129224,0.001744,24,21
MAX104,threat,Left Ventral Striatum,early,0.189780,0.002998,24,21
MAX104,threat,Left Ventral Striatum,late,-0.135680,0.003080,24,21
MAX104,threat,PCC,early,-0.042784,0.012151,24,21
MAX104,threat,PCC,late,-0.737274,0.012830,24,21
MAX104,threat,PCC/precuneus,early,-0.104570,0.023640,24,21
MAX104,threat,PCC/precuneus,late,-0.609363,0.025227,24,21
MAX104,threat,Right AntDorsal Insula,early,0.176819,0.002636,24,21
MAX104,threat,Right AntDorsal Insula,late,0.017427,0.002764,24,21
MAX104,threat,Right AntVentral Insula,early,-0.006255,0.002705,24,21
MAX104,threat,Right AntVentral Insula,late,-0.072137,0.002764,24,21
MAX104,threat,Right Anterior Caudate,early,0.231105,0.003889,24,21
MAX104,threat,Right Anterior Caudate,late,-0.014056,0.004132,24,21
MAX104,threat,Right Anterior MCC,early,0.210818,0.004256,24,21
MAX104,threat,Right Anterior MCC,late,-0.120649,0.004413,24,21
MAX104,threat,Right Anterior Putamen,early,0.128552,0.002438,24,21
MAX104,threat,Right Anterior Putamen,late,-0.040567,0.002505,24,21
MAX104,threat,Right Anterior Thalamus,early,0.060659,0.002715,24,21
MAX104,threat,Right Anterior Thalamus,late,-0.193389,0.002872,24,21
MAX104,threat,Right BLBM Amygdala,early,0.076455,0.007216,24,21
MAX104,threat,Right BLBM Amygdala,late,0.098836,0.007178,24,21
MAX104,threat,Right BST,early,0.593651,0.034268,24,21
MAX104,threat,Right BST,late,0.142897,0.034375,24,21
MAX104,threat,Right CeMe Amygdala,early,-0.080803,0.009440,24,21
MAX104,threat,Right CeMe Amygdala,late,-0.088565,0.009603,24,21
MAX104,threat,Right Hypothalamus,early,0.271367,0.006943,24,21
MAX104,threat,Right Hypothalamus,late,0.093566,0.006931,24,21
MAX104,threat,Right MidPost Insula,early,-0.024939,0.001377,24,21
MAX104,threat,Right MidPost Insula,late,-0.157975,0.001422,24,21
MAX104,threat,Right PAG,early,0.021947,0.013038,24,21
MAX104,threat,Right PAG,late,-0.073287,0.012942,24,21
MAX104,threat,Right Posterior Caudate,early,-0.235829,0.005869,24,21
MAX104,threat,Right Posterior Caudate,late,-0.247531,0.006149,24,21
MAX104,threat,Right Posterior Putamen,early,0.102469,0.002970,24,21
MAX104,threat,Right Posterior Putamen,late,-0.085041,0.003055,24,21
MAX104,threat,Right Posterior Thalamus,early,0.076706,0.001562,24,21
MAX104,threat,Right Posterior Thalamus,late,-0.039654,0.001605,24,21
MAX104,threat,Right Ventral Striatum,early,0.187521,0.004219,24,21
MAX104,threat,Right Ventral Striatum,late,0.001855,0.004283,24,21
MAX104,threat,vmPFC,early,-0.077085,0.006921,24,21
MAX104,threat,vmPFC,late,-0.309407,0.007309,24,21
MAX105,safe,ACC,early,0.152770,0.003113,56,28
MAX105,safe,ACC,late,0.043461,0.003286,56,28
MAX105,safe,Left AntDorsal Insula,early,0.070468,0.001598,56,28
MAX105,safe,Left AntDorsal Insula,late,-0.067433,0.001663,56,28
MAX105,safe,Left AntVentral Insula,early,0.136412,0.002467,56,28
MAX105,safe,Left AntVentral Insula,late,0.157270,0.002566,56,28
MAX105,safe,Left Anterior  Putamen,early,0.105195,0.002564,56,28
MAX105,safe,Left Anterior  Putamen,late,0.045761,0.002693,56,28
MAX105,safe,Left Anterior Caudate,early,0.065933,0.002395,56,28
MAX105,safe,Left Anterior Caudate,late,-0.069397,0.002488,56,28
MAX105,safe,Left Anterior MCC,early,0.287186,0.002162,56,28
MAX105,safe,Left Anterior MCC,late,0.050752,0.002287,56,28
MAX105,safe,Left Anterior Thalamus,early,0.077292,0.002168,56,28
MAX105,safe,Left Anterior Thalamus,late,-0.021570,0.002274,56,28
MAX105,safe,Left BLBM Amygdala,early,0.087632,0.003322,56,28
MAX105,safe,Left BLBM Amygdala,late,0.179686,0.003375,56,28
MAX105,safe,Left BST,early,0.407644,0.027751,56,28
MAX105,safe,Left BST,late,0.094853,0.028215,56,28
MAX105,safe,Left CeMe Amygdala,early,-0.174193,0.011859,56,28
MAX105,safe,Left CeMe Amygdala,late,0.059916,0.011916,56,28
MAX105,safe,Left Hypothalamus,early,-0.080974,0.005966,56,28
MAX105,safe,Left Hypothalamus,late,0.186159,0.005955,56,28
MAX105,safe,Left MidPost Insula,early,0.170379,0.001202,56,28
MAX105,safe,Left MidPost Insula,late,0.056962,0.001266,56,28
MAX105,safe,Left PAG,early,0.128426,0.013573,56,28
MAX105,safe,Left PAG,late,-0.108917,0.013641,56,28
MAX105,safe,Left Posterior Caudate,early,-0.183406,0.004766,56,28
MAX105,safe,Left Posterior Caudate,late,-0.190420,0.004934,56,28
MAX105,safe,Left Posterior Putamen,early,0.085463,0.003271,56,28
MAX105,safe,Left Posterior Putamen,late,-0.109652,0.003432,56,28
MAX105,safe,Left Posterior Thalamus,early,0.102390,0.001461,56,28
MAX105,safe,Left Posterior Thalamus,late,0.056101,0.001486,56,28
MAX105,safe,Left Ventral Striatum,early,0.042826,0.002383,56,28
MAX105,safe,Left Ventral Striatum,late,-0.087763,0.002408,56,28
MAX105,safe,PCC,early,0.038158,0.019879,56,28
MAX105,safe,PCC,late,-0.240328,0.021009,56,28
MAX105,safe,PCC/precuneus,early,0.302980,0.008671,56,28
MAX105,safe,PCC/precuneus,late,0.112955,0.008940,56,28
MAX105,safe,Right AntDorsal Insula,early,-0.005002,0.001843,56,28
MAX105,safe,Right AntDorsal Insula,late,-0.200353,0.001938,56,28
MAX105,safe,Right AntVentral Insula,early,0.076449,0.002423,56,28
MAX105,safe,Right AntVentral Insula,late,0.054828,0.002516,56,28
MAX105,safe,Right Anterior Caudate,early,0.037802,0.002653,56,28
MAX105,safe,Right Anterior Caudate,late,-0.191347,0.002792,56,28
MAX105,safe,Right Anterior MCC,early,0.172234,0.001718,56,28
MAX105,safe,Right Anterior MCC,late,-0.099460,0.001817,56,28
MAX105,safe,Right Anterior Putamen,early,0.054349,0.002004,56,28
MAX105,safe,Right Anterior Putamen,late,-0.029740,0.002104,56,28
MAX105,safe,Right Anterior Thalamus,early,0.094985,0.001735,56,28
MAX105,safe,Right Anterior Thalamus,late,-0.080387,0.001821,56,28
MAX105,safe,Right BLBM Amygdala,early,0.195838,0.003941,56,28
MAX105,safe,Right BLBM Amygdala,late,0.176612,0.003944,56,28
MAX105,safe,Right BST,early,0.161101,0.028149,56,28
MAX105,safe,Right BST,late,-0.283998,0.028454,56,28
MAX105,safe,Right CeMe Amygdala,early,0.214426,0.006193,56,28
MAX105,safe,Right CeMe Amygdala,late,0.036323,0.006225,56,28
MAX105,safe,Right Hypothalamus,early,0.149958,0.006674,56,28
MAX105,safe,Right Hypothalamus,late,0.016519,0.006667,56,28
MAX105,safe,Right MidPost Insula,early,0.121225,0.000979,56,28
MAX105,safe,Right MidPost Insula,late,0.041474,0.001024,56,28
MAX105,safe,Right PAG,early,0.126054,0.021343,56,28
MAX105,safe,Right PAG,late,0.168154,0.021297,56,28
MAX105,safe,Right Posterior Caudate,early,-0.233127,0.011147,56,28
MAX105,safe,Right Posterior Caudate,late,-0.280999,0.011692,56,28
MAX105,safe,Right Posterior Putamen,early,0.092743,0.002137,56,28
MAX105,safe,Right Posterior Putamen,late,-0.038943,0.002241,56,28
MAX105,safe,Right Posterior Thalamus,early,0.284811,0.002311,56,28
MAX105,safe,Right Posterior Thalamus,late,0.200582,0.002402,56,28
MAX105,safe,Right Ventral Striatum,early,0.085900,0.003560,56,28
MAX105,safe,Right Ventral Striatum,late,-0.055031,0.003705,56,28
MAX105,safe,vmPFC,early,0.153567,0.004673,56,28
MAX105,safe,vmPFC,late,0.163787,0.004791,56,28
MAX105,threat,ACC,early,0.118598,0.003030,56,28
MAX105,threat,ACC,late,-0.176039,0.003211,56,28
MAX105,threat,Left AntDorsal Insula,early,0.112846,0.001572,56,28
MAX105,threat,Left AntDorsal Insula,late,-0.164005,0.001619,56,28
MAX105,threat,Left AntVentral Insula,early,0.108189,0.002432,56,28
MAX105,threat,Left AntVentral Insula,late,-0.167607,0.002508,56,28
MAX105,threat,Left Anterior  Putamen,early,0.175519,0.002511,56,28
MAX105,threat,Left Anterior  Putamen,late,-0.103968,0.002632,56,28
MAX105,threat,Left Anterior Caudate,early,0.126696,0.002354,56,28
MAX105,threat,Left Anterior Caudate,late,-0.309605,0.002427,56,28
MAX105,threat,Left Anterior MCC,early,0.381998,0.002108,56,28
MAX105,threat,Left Anterior MCC,late,-0.066733,0.002234,56,28
MAX105,threat,Left Anterior Thalamus,early,0.063788,0.002123,56,28
MAX105,threat,Left Anterior Thalamus,late,-0.205776,0.002224,56,28
MAX105,threat,Left BLBM Amygdala,early,0.138298,0.003288,56,28
MAX105,threat,Left BLBM Amygdala,late,0.107418,0.003289,56,28
MAX105,threat,Left BST,early,0.757109,0.027465,56,28
MAX105,threat,Left BST,late,-0.724259,0.027487,56,28
MAX105,threat,Left CeMe Amygdala,early,0.017754,0.011721,56,28
MAX105,threat,Left CeMe Amygdala,late,-0.104311,0.011630,56,28
MAX105,threat,Left Hypothalamus,early,-0.050318,0.005899,56,28
MAX105,threat,Left Hypothalamus,late,0.034076,0.005847,56,28
MAX105,threat,Left MidPost Insula,early,0.176224,0.001169,56,28
MAX105,threat,Left MidPost Insula,late,-0.125176,0.001241,56,28
MAX105,threat,Left PAG,early,0.314045,0.013421,56,28
MAX105,threat,Left PAG,late,-0.140892,0.013311,56,28
MAX105,threat,Left Posterior Caudate,early,-0.139101,0.004716,56,28
MAX105,threat,Left Posterior Caudate,late,-0.392927,0.004874,56,28
MAX105,threat,Left Posterior Putamen,early,-0.026119,0.003200,56,28
MAX105,threat,Left Posterior Putamen,late,-0.279119,0.003351,56,28
MAX105,threat,Left Posterior Thalamus,early,0.089829,0.001447,56,28
MAX105,threat,Left Posterior Thalamus,late,-0.123605,0.001447,56,28
MAX105,threat,Left Ventral Striatum,early,0.136769,0.002372,56,28
MAX105,threat,Left Ventral Striatum,late,-0.258992,0.002372,56,28
MAX105,threat,PCC,early,-0.443223,0.019212,56,28
MAX105,threat,PCC,late,-0.939085,0.020613,56,28
MAX105,threat,PCC/precuneus,early,-0.108960,0.008595,56,28
MAX105,threat,PCC/precuneus,late,-0.424260,0.008818,56,28
MAX105,threat,Right AntDorsal Insula,early,-0.094230,0.001808,56,28
MAX105,threat,Right AntDorsal Insula,late,-0.281276,0.001891,56,28
MAX105,threat,Right AntVentral Insula,early,0.040118,0.002382,56,28
MAX105,threat,Right AntVentral Insula,late,-0.127817,0.002458,56,28
MAX105,threat,Right Anterior Caudate,early,0.088809,0.002577,56,28
MAX105,threat,Right Anterior Caudate,late,-0.330187,0.002737,56,28
MAX105,threat,Right Anterior MCC,early,0.249423,0.001658,56,28
MAX105,threat,Right Anterior MCC,late,-0.126500,0.001781,56,28
MAX105,threat,Right Anterior Putamen,early,0.043250,0.001963,56,28
MAX105,threat,Right Anterior Putamen,late,-0.125962,0.002058,56,28
MAX105,threat,Right Anterior Thalamus,early,0.127617,0.001702,56,28
MAX105,threat,Right Anterior Thalamus,late,-0.157781,0.001782,56,28
MAX105,threat,Right BLBM Amygdala,early,0.089768,0.003902,56,28
MAX105,threat,Right BLBM Amygdala,late,0.058446,0.003864,56,28
MAX105,threat,Right BST,early,0.046658,0.027917,56,28
MAX105,threat,Right BST,late,-0.949969,0.027913,56,28
MAX105,threat,Right CeMe Amygdala,early,0.053113,0.006125,56,28
MAX105,threat,Right CeMe Amygdala,late,-0.105770,0.006078,56,28
MAX105,threat,Right Hypothalamus,early,-0.065801,0.006602,56,28
MAX105,threat,Right Hypothalamus,late,0.043183,0.006542,56,28
MAX105,threat,Right MidPost Insula,early,0.162815,0.000955,56,28
MAX105,threat,Right MidPost Insula,late,-0.025966,0.001002,56,28
MAX105,threat,Right PAG,early,0.130425,0.021067,56,28
MAX105,threat,Right PAG,late,0.206206,0.020886,56,28
MAX105,threat,Right Posterior Caudate,early,-0.200229,0.010904,56,28
MAX105,threat,Right Posterior Caudate,late,-0.680196,0.011420,56,28
MAX105,threat,Right Posterior Putamen,early,0.114218,0.002090,56,28
MAX105,threat,Right Posterior Putamen,late,-0.152139,0.002193,56,28
MAX105,threat,Right Posterior Thalamus,early,0.052933,0.002274,56,28
MAX105,threat,Right Posterior Thalamus,late,-0.160049,0.002344,56,28
MAX105,threat,Right Ventral Striatum,early,0.198202,0.003500,56,28
MAX105,threat,Right Ventral Striatum,late,-0.236705,0.003613,56,28
MAX105,threat,vmPFC,early,0.139101,0.004641,56,28
MAX105,threat,vmPFC,late,-0.254777,0.004716,56,28
MAX106,safe,ACC,early,-0.121251,0.001667,38,33
MAX106,safe,ACC,late,-0.001720,0.001758,38,33
MAX106,safe,Left AntDorsal Insula,early,0.081264,0.002400,38,33
MAX106,safe,Left AntDorsal Insula,late,0.087622,0.002511,38,33
MAX106,safe,Left AntVentral Insula,early,-0.071769,0.003991,38,33
MAX106,safe,Left AntVentral Insula,late,0.149065,0.004180,38,33
